lead_id,journey_id,prospect_id,session_id,lead_created_ts,lead_source_type,form_name,product_interest,lead_status,lead_score,qualification_status,qualification_reason,response_time_minutes,is_duplicate,is_contactable
LD00001602,JR0012313,PR010981,SS00018324,2025-10-30 07:08:56,web_form,contact_request,Simulador de retiro,nurtured,66.04,qualified,Cumple score e intención mínima,240,0,1
LD00001603,JR0012334,PR010996,SS00018354,2025-04-28 18:31:12,email_click,contact_request,Información general,lost,38.82,unqualified,Perfil no objetivo,103,0,1
LD00001604,JR0012340,PR011001,SS00018362,2025-07-04 12:13:33,lead_ad,lead_form_main,Ahorro voluntario,nurtured,68.76,qualified,Cumple score e intención mínima,186,0,1
LD00001605,JR0012344,PR011004,SS00018369,2025-09-21 10:22:53,landing_form,lead_form_main,Cambio / registro Afore,lost,70.66,unqualified,Perfil no objetivo,342,0,1
LD00001606,JR0012349,PR011009,SS00018375,2025-06-28 01:41:03,web_form,contact_request,Ahorro voluntario,lost,76.5,invalid_contact,Datos no contactables,192,0,0
LD00001607,JR0012358,PR011018,SS00018388,2025-12-10 16:27:22,web_form,lead_form_main,Ahorro voluntario,lost,55.82,unqualified,Baja intención declarada,98,0,1
LD00001608,JR0012366,PR011025,SS00018398,2025-09-27 05:08:27,email_click,lead_form_short,Simulador de retiro,nurtured,65.39,qualified,Cumple score e intención mínima,127,0,1
LD00001609,JR0012371,PR011029,SS00018406,2025-05-25 14:59:55,web_form,lead_form_short,Cambio / registro Afore,converted_to_registration,79.72,qualified,Cumple score e intención mínima,292,0,1
LD00001610,JR0012380,PR011035,SS00018416,2025-08-15 22:53:37,lead_ad,lead_form_short,Aportaciones complementarias,converted_to_registration,90.03,qualified,Cumple score e intención mínima,162,0,1
LD00001611,JR0012385,PR011040,SS00018424,2025-05-15 06:02:00,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,78.32,qualified,Cumple score e intención mínima,151,0,1
LD00001612,JR0012387,PR011042,SS00018429,2025-09-20 12:31:10,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,100.0,qualified,Cumple score e intención mínima,143,0,1
LD00001613,JR0012393,PR011048,SS00018437,2025-09-04 23:30:29,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,70.06,qualified,Cumple score e intención mínima,147,0,1
LD00001614,JR0012397,PR011052,SS00018446,2025-10-09 01:46:33,lead_ad,lead_form_short,Cambio / registro Afore,converted_to_registration,56.05,qualified,Cumple score e intención mínima,201,0,1
LD00001615,JR0012402,PR011057,SS00018455,2025-02-10 08:02:45,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,75.31,qualified,Cumple score e intención mínima,244,0,1
LD00001616,JR0012403,PR011057,SS00018459,2025-03-10 05:49:45,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,65.66,qualified,Cumple score e intención mínima,171,1,1
LD00001617,JR0012421,PR011071,SS00018485,2025-07-25 07:56:15,direct_form,simulator_capture,Ahorro voluntario,lost,60.19,unqualified,Baja intención declarada,72,0,1
LD00001618,JR0012429,PR011078,SS00018496,2025-02-21 06:08:39,email_click,simulator_capture,Cambio / registro Afore,lost,82.55,unqualified,Duplicado operacional,67,0,1
LD00001619,JR0012442,PR011089,SS00018513,2025-02-16 06:38:49,web_form,lead_form_short,Ahorro voluntario,nurtured,75.23,qualified,Cumple score e intención mínima,167,0,1
LD00001620,JR0012444,PR011090,SS00018517,2025-04-20 07:31:45,direct_form,simulator_capture,Simulador de retiro,nurtured,66.45,qualified,Cumple score e intención mínima,184,0,1
LD00001621,JR0012446,PR011092,SS00018520,2025-05-02 02:59:51,lead_ad,lead_form_main,Ahorro voluntario,nurtured,58.47,qualified,Cumple score e intención mínima,152,0,1
LD00001622,JR0012477,PR011122,SS00018561,2025-11-11 01:21:44,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,49.2,qualified,Cumple score e intención mínima,122,0,1
LD00001623,JR0012479,PR011124,SS00018567,2025-07-26 19:58:28,web_form,simulator_capture,Simulador de retiro,lost,49.35,unqualified,Duplicado operacional,290,0,1
LD00001624,JR0012485,PR011130,SS00018575,2025-03-21 10:19:00,email_click,simulator_capture,Ahorro voluntario,nurtured,76.67,qualified,Cumple score e intención mínima,64,0,1
LD00001625,JR0012501,PR011145,SS00018599,2025-08-02 22:07:54,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,65.99,qualified,Cumple score e intención mínima,216,0,0
LD00001626,JR0012503,PR011146,SS00018604,2025-05-27 06:11:48,email_click,lead_form_short,Simulador de retiro,lost,49.36,unqualified,Duplicado operacional,138,0,1
LD00001627,JR0012505,PR011147,SS00018606,2025-06-04 17:18:01,partner_form,lead_form_short,Simulador de retiro,nurtured,70.55,qualified,Cumple score e intención mínima,112,0,1
LD00001628,JR0012511,PR011152,SS00018614,2025-04-20 10:11:49,lead_ad,lead_form_main,Ahorro voluntario,nurtured,86.94,qualified,Cumple score e intención mínima,174,0,1
LD00001629,JR0012512,PR011152,SS00018616,2025-07-07 11:35:09,email_click,contact_request,Ahorro voluntario,converted_to_registration,100.0,qualified,Cumple score e intención mínima,113,1,1
LD00001630,JR0012521,PR011160,SS00018628,2025-07-25 03:49:00,web_form,lead_form_main,Ahorro voluntario,nurtured,61.71,qualified,Cumple score e intención mínima,595,0,1
LD00001631,JR0012524,PR011162,SS00018633,2025-11-22 14:49:26,web_form,lead_form_short,Ahorro voluntario,converted_to_registration,97.29,qualified,Cumple score e intención mínima,68,0,1
LD00001632,JR0012527,PR011165,SS00018641,2025-10-25 20:29:56,web_form,lead_form_short,Simulador de retiro,nurtured,64.09,qualified,Cumple score e intención mínima,189,0,1
LD00001633,JR0012528,PR011166,SS00018642,2025-08-31 11:18:22,web_form,contact_request,Cambio / registro Afore,lost,82.08,unqualified,Perfil no objetivo,417,0,1
LD00001634,JR0012531,PR011169,SS00018645,2025-09-16 02:41:06,web_form,lead_form_main,Ahorro voluntario,nurtured,66.14,qualified,Cumple score e intención mínima,47,0,1
LD00001635,JR0012534,PR011172,SS00018650,2025-03-15 10:46:58,web_form,simulator_capture,Ahorro voluntario,nurtured,81.6,qualified,Cumple score e intención mínima,208,0,1
LD00001636,JR0012536,PR011174,SS00018653,2025-04-06 04:49:26,landing_form,lead_form_main,Ahorro voluntario,lost,98.33,unqualified,Baja intención declarada,184,0,1
LD00001637,JR0012537,PR011175,SS00018654,2025-08-29 23:32:30,direct_form,lead_form_main,Cambio / registro Afore,lost,85.19,unqualified,Perfil no objetivo,56,0,1
LD00001638,JR0012540,PR011178,SS00018659,2025-06-25 15:03:46,web_form,lead_form_short,Ahorro voluntario,lost,85.44,unqualified,Baja intención declarada,63,0,1
LD00001639,JR0012547,PR011184,SS00018669,2025-06-02 18:07:25,direct_form,simulator_capture,Ahorro voluntario,lost,73.87,unqualified,Duplicado operacional,91,0,1
LD00001640,JR0012548,PR011185,SS00018671,2025-04-05 07:15:58,email_click,contact_request,Aportaciones complementarias,converted_to_registration,66.92,qualified,Cumple score e intención mínima,64,0,1
LD00001641,JR0012551,PR011188,SS00018677,2025-02-08 18:28:08,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,50.54,qualified,Cumple score e intención mínima,156,0,1
LD00001642,JR0012557,PR011193,SS00018688,2025-11-22 02:38:23,email_click,contact_request,Aportaciones complementarias,lost,87.95,unqualified,Perfil no objetivo,27,0,1
LD00001643,JR0012573,PR011207,SS00018710,2025-07-16 13:49:32,web_form,lead_form_short,Ahorro voluntario,nurtured,79.97,qualified,Cumple score e intención mínima,156,0,1
LD00001644,JR0012582,PR011216,SS00018723,2025-04-28 12:59:34,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,100.0,qualified,Cumple score e intención mínima,125,0,1
LD00001645,JR0012591,PR011224,SS00018735,2025-04-05 08:28:58,web_form,lead_form_short,Ahorro voluntario,nurtured,34.09,qualified,Cumple score e intención mínima,110,0,1
LD00001646,JR0012593,PR011226,SS00018737,2025-02-05 21:46:14,web_form,lead_form_main,Simulador de retiro,nurtured,46.06,qualified,Cumple score e intención mínima,149,0,0
LD00001647,JR0012615,PR011247,SS00018763,2025-07-24 23:47:02,web_form,lead_form_main,Simulador de retiro,nurtured,74.5,qualified,Cumple score e intención mínima,123,0,1
LD00001648,JR0012618,PR011250,SS00018767,2025-08-09 18:25:59,web_form,simulator_capture,Ahorro voluntario,nurtured,73.27,qualified,Cumple score e intención mínima,383,0,1
LD00001649,JR0012620,PR011251,SS00018771,2025-01-24 15:44:20,web_form,simulator_capture,Ahorro voluntario,nurtured,66.02,qualified,Cumple score e intención mínima,208,0,1
LD00001650,JR0012635,PR011264,SS00018787,2025-06-13 08:11:49,web_form,contact_request,Cambio / registro Afore,converted_to_registration,73.89,qualified,Cumple score e intención mínima,114,0,1
LD00001651,JR0012639,PR011268,SS00018796,2025-05-29 00:21:43,app_cta,lead_form_main,Ahorro voluntario,converted_to_registration,56.08,qualified,Cumple score e intención mínima,48,0,1
LD00001652,JR0012644,PR011273,SS00018807,2025-07-18 01:44:03,lead_ad,lead_form_short,Ahorro voluntario,nurtured,51.56,qualified,Cumple score e intención mínima,259,0,1
LD00001653,JR0012649,PR011277,SS00018814,2025-05-03 18:50:32,partner_form,lead_form_short,Ahorro voluntario,nurtured,75.6,qualified,Cumple score e intención mínima,125,0,1
LD00001654,JR0012650,PR011278,SS00018818,2025-06-21 07:12:07,web_form,contact_request,Ahorro voluntario,lost,71.55,unqualified,Duplicado operacional,106,0,1
LD00001655,JR0012658,PR011284,SS00018828,2025-06-15 15:31:09,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,85.58,qualified,Cumple score e intención mínima,117,0,1
LD00001656,JR0012669,PR011294,SS00018843,2025-01-09 21:49:44,lead_ad,contact_request,Simulador de retiro,converted_to_registration,75.59,qualified,Cumple score e intención mínima,186,0,1
LD00001657,JR0012684,PR011307,SS00018867,2025-06-16 23:53:34,app_cta,simulator_capture,Ahorro voluntario,converted_to_registration,86.71,qualified,Cumple score e intención mínima,22,0,1
LD00001658,JR0012697,PR011319,SS00018886,2025-02-08 23:52:24,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,78.43,qualified,Cumple score e intención mínima,92,0,1
LD00001659,JR0012704,PR011326,SS00018897,2025-09-14 05:07:31,web_form,lead_form_short,Ahorro voluntario,nurtured,75.92,qualified,Cumple score e intención mínima,976,0,1
LD00001660,JR0012716,PR011338,SS00018912,2025-01-26 00:15:10,web_form,lead_form_short,Cambio / registro Afore,nurtured,62.92,qualified,Cumple score e intención mínima,138,0,0
LD00001661,JR0012718,PR011340,SS00018915,2025-05-14 00:12:08,direct_form,simulator_capture,Cambio / registro Afore,converted_to_registration,99.14,qualified,Cumple score e intención mínima,50,0,1
LD00001662,JR0012725,PR011347,SS00018929,2025-03-26 00:14:36,web_form,contact_request,Cambio / registro Afore,converted_to_registration,78.36,qualified,Cumple score e intención mínima,105,0,1
LD00001663,JR0012726,PR011348,SS00018933,2025-09-21 08:53:19,web_form,lead_form_short,Simulador de retiro,lost,60.54,unqualified,Duplicado operacional,76,0,1
LD00001664,JR0012750,PR011372,SS00018963,2025-04-10 03:53:52,web_form,simulator_capture,Simulador de retiro,lost,69.55,unqualified,Duplicado operacional,807,0,1
LD00001665,JR0012754,PR011376,SS00018968,2025-03-11 11:05:25,app_cta,lead_form_short,Ahorro voluntario,lost,75.28,unqualified,Duplicado operacional,38,0,1
LD00001666,JR0012777,PR011398,SS00018995,2025-09-04 23:46:28,web_form,contact_request,Ahorro voluntario,converted_to_registration,85.51,qualified,Cumple score e intención mínima,235,0,1
LD00001667,JR0012804,PR011423,SS00019035,2025-04-27 01:54:22,web_form,lead_form_short,Ahorro voluntario,lost,73.03,unqualified,Baja intención declarada,116,0,1
LD00001668,JR0012807,PR011425,SS00019041,2025-10-02 00:05:14,web_form,simulator_capture,Ahorro voluntario,lost,88.5,unqualified,Perfil no objetivo,61,0,1
LD00001669,JR0012813,PR011430,SS00019049,2025-02-23 12:30:44,web_form,simulator_capture,Ahorro voluntario,lost,63.76,unqualified,Duplicado operacional,174,0,1
LD00001670,JR0012832,PR011446,SS00019073,2025-06-26 17:10:06,email_click,contact_request,Simulador de retiro,converted_to_registration,67.71,qualified,Cumple score e intención mínima,117,0,1
LD00001671,JR0012840,PR011454,SS00019084,2025-06-10 01:20:52,direct_form,contact_request,Cambio / registro Afore,converted_to_registration,94.28,qualified,Cumple score e intención mínima,121,0,1
LD00001672,JR0012853,PR011467,SS00019105,2025-09-08 05:23:03,web_form,simulator_capture,Ahorro voluntario,lost,80.07,unqualified,Duplicado operacional,227,0,1
LD00001673,JR0012859,PR011473,SS00019113,2025-10-25 07:08:32,web_form,simulator_capture,Cambio / registro Afore,nurtured,86.47,qualified,Cumple score e intención mínima,182,0,1
LD00001674,JR0012865,PR011479,SS00019121,2025-07-25 15:08:11,web_form,simulator_capture,Aportaciones complementarias,converted_to_registration,99.1,qualified,Cumple score e intención mínima,114,0,1
LD00001675,JR0012881,PR011493,SS00019146,2025-08-20 05:50:52,web_form,lead_form_short,Cambio / registro Afore,converted_to_registration,69.58,qualified,Cumple score e intención mínima,320,0,1
LD00001676,JR0012885,PR011497,SS00019152,2025-06-08 06:52:10,web_form,lead_form_short,Ahorro voluntario,nurtured,97.58,qualified,Cumple score e intención mínima,157,0,1
LD00001677,JR0012886,PR011498,SS00019154,2025-04-18 08:28:12,web_form,simulator_capture,Cambio / registro Afore,converted_to_registration,84.66,qualified,Cumple score e intención mínima,117,0,1
LD00001678,JR0012888,PR011500,SS00019159,2025-03-31 06:49:19,web_form,contact_request,Ahorro voluntario,nurtured,68.53,qualified,Cumple score e intención mínima,109,0,1
LD00001679,JR0012908,PR011519,SS00019188,2025-04-26 21:47:10,partner_form,lead_form_short,Simulador de retiro,nurtured,73.77,qualified,Cumple score e intención mínima,146,0,1
LD00001680,JR0012921,PR011529,SS00019202,2025-09-23 17:13:13,web_form,simulator_capture,Ahorro voluntario,lost,82.06,unqualified,Perfil no objetivo,183,0,1
LD00001681,JR0012930,PR011537,SS00019215,2025-09-11 17:36:12,email_click,lead_form_short,Cambio / registro Afore,lost,67.26,unqualified,Perfil no objetivo,70,0,1
LD00001682,JR0012933,PR011539,SS00019219,2025-12-09 21:38:04,email_click,lead_form_short,Ahorro voluntario,converted_to_registration,92.44,qualified,Cumple score e intención mínima,28,0,1
LD00001683,JR0012945,PR011551,SS00019237,2025-04-09 22:07:07,web_form,simulator_capture,Ahorro voluntario,nurtured,65.66,qualified,Cumple score e intención mínima,242,0,1
LD00001684,JR0012947,PR011553,SS00019241,2025-01-16 01:11:22,app_cta,contact_request,Simulador de retiro,converted_to_registration,77.63,qualified,Cumple score e intención mínima,35,0,1
LD00001685,JR0012956,PR011561,SS00019253,2025-05-21 20:25:46,landing_form,contact_request,Información general,lost,17.94,unqualified,Baja intención declarada,347,0,1
LD00001686,JR0012962,PR011567,SS00019262,2025-03-29 12:09:50,web_form,contact_request,Cambio / registro Afore,nurtured,38.67,qualified,Cumple score e intención mínima,226,0,1
LD00001687,JR0012967,PR011571,SS00019268,2025-12-18 05:57:26,web_form,contact_request,Ahorro voluntario,nurtured,67.75,qualified,Cumple score e intención mínima,117,0,1
LD00001688,JR0012974,PR011577,SS00019279,2025-10-21 17:13:28,web_form,contact_request,Ahorro voluntario,nurtured,71.97,qualified,Cumple score e intención mínima,88,0,1
LD00001689,JR0012980,PR011581,SS00019289,2025-07-03 12:39:52,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,87.82,qualified,Cumple score e intención mínima,92,0,1
LD00001690,JR0012989,PR011589,SS00019303,2025-06-08 05:20:12,web_form,simulator_capture,Ahorro voluntario,lost,69.51,unqualified,Duplicado operacional,164,0,1
LD00001691,JR0013002,PR011599,SS00019321,2025-06-18 17:13:28,email_click,simulator_capture,Simulador de retiro,converted_to_registration,83.49,qualified,Cumple score e intención mínima,44,0,1
LD00001692,JR0013012,PR011609,SS00019338,2025-04-18 21:41:59,lead_ad,lead_form_main,Aportaciones complementarias,nurtured,72.57,qualified,Cumple score e intención mínima,219,0,1
LD00001693,JR0013034,PR011631,SS00019369,2025-06-17 11:47:00,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,57.56,qualified,Cumple score e intención mínima,110,0,1
LD00001694,JR0013049,PR011643,SS00019394,2025-07-13 09:49:59,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,76.62,qualified,Cumple score e intención mínima,186,0,1
LD00001695,JR0013050,PR011643,SS00019400,2025-08-19 05:09:59,web_form,lead_form_short,Aportaciones complementarias,nurtured,82.95,qualified,Cumple score e intención mínima,266,1,1
LD00001696,JR0013053,PR011645,SS00019404,2025-09-21 19:42:38,email_click,simulator_capture,Ahorro voluntario,converted_to_registration,46.65,qualified,Cumple score e intención mínima,94,0,1
LD00001697,JR0013056,PR011648,SS00019410,2025-02-10 13:31:44,web_form,contact_request,Simulador de retiro,lost,53.5,unqualified,Perfil no objetivo,96,0,1
LD00001698,JR0013079,PR011669,SS00019440,2025-08-04 20:08:28,web_form,lead_form_main,Simulador de retiro,lost,67.36,unqualified,Perfil no objetivo,405,0,1
LD00001699,JR0013090,PR011679,SS00019455,2025-06-01 12:30:02,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,61.48,qualified,Cumple score e intención mínima,228,0,1
LD00001700,JR0013098,PR011686,SS00019469,2025-10-30 05:00:27,web_form,simulator_capture,Ahorro voluntario,lost,60.8,unqualified,Baja intención declarada,231,0,1
LD00001701,JR0013107,PR011694,SS00019481,2025-02-11 14:30:17,lead_ad,lead_form_short,Simulador de retiro,nurtured,61.42,qualified,Cumple score e intención mínima,256,0,1
LD00001702,JR0013119,PR011704,SS00019500,2025-04-21 15:19:54,web_form,lead_form_main,Simulador de retiro,converted_to_registration,59.18,qualified,Cumple score e intención mínima,167,0,1
LD00001703,JR0013122,PR011707,SS00019506,2025-04-12 23:20:37,web_form,contact_request,Simulador de retiro,nurtured,64.02,qualified,Cumple score e intención mínima,100,0,1
LD00001704,JR0013145,PR011728,SS00019538,2025-11-08 15:12:27,email_click,simulator_capture,Ahorro voluntario,nurtured,80.17,qualified,Cumple score e intención mínima,138,0,1
LD00001705,JR0013150,PR011733,SS00019544,2025-05-06 20:39:51,lead_ad,lead_form_short,Ahorro voluntario,nurtured,66.46,qualified,Cumple score e intención mínima,467,0,1
LD00001706,JR0013157,PR011739,SS00019553,2025-09-28 18:47:55,landing_form,lead_form_short,Ahorro voluntario,converted_to_registration,47.66,qualified,Cumple score e intención mínima,183,0,1
LD00001707,JR0013161,PR011742,SS00019559,2025-03-07 12:14:31,web_form,contact_request,Cambio / registro Afore,lost,74.22,unqualified,Perfil no objetivo,144,0,1
LD00001708,JR0013164,PR011745,SS00019564,2025-11-08 00:02:21,web_form,lead_form_short,Cambio / registro Afore,nurtured,64.23,qualified,Cumple score e intención mínima,201,0,1
LD00001709,JR0013170,PR011751,SS00019570,2025-03-30 03:45:12,lead_ad,contact_request,Simulador de retiro,converted_to_registration,72.13,qualified,Cumple score e intención mínima,220,0,1
LD00001710,JR0013178,PR011758,SS00019584,2025-10-29 14:06:12,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,62.73,qualified,Cumple score e intención mínima,177,0,1
LD00001711,JR0013183,PR011763,SS00019593,2025-10-03 18:57:06,web_form,lead_form_main,Ahorro voluntario,lost,96.59,unqualified,Perfil no objetivo,332,0,1
LD00001712,JR0013196,PR011773,SS00019611,2025-10-04 11:46:55,lead_ad,lead_form_short,Ahorro voluntario,lost,77.91,unqualified,Baja intención declarada,171,0,1
LD00001713,JR0013198,PR011775,SS00019615,2025-11-15 09:40:29,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,85.5,qualified,Cumple score e intención mínima,156,0,1
LD00001714,JR0013200,PR011777,SS00019620,2025-05-23 10:28:46,web_form,simulator_capture,Ahorro voluntario,lost,74.63,unqualified,Duplicado operacional,86,0,1
LD00001715,JR0013208,PR011784,SS00019629,2025-08-07 21:48:24,web_form,simulator_capture,Simulador de retiro,converted_to_registration,60.88,qualified,Cumple score e intención mínima,192,0,1
LD00001716,JR0013212,PR011788,SS00019634,2025-09-30 20:32:07,landing_form,lead_form_main,Ahorro voluntario,converted_to_registration,77.12,qualified,Cumple score e intención mínima,672,0,1
LD00001717,JR0013219,PR011793,SS00019645,2025-10-25 06:02:42,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,60.96,qualified,Cumple score e intención mínima,212,0,0
LD00001718,JR0013220,PR011794,SS00019649,2025-07-17 21:44:10,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,98.05,qualified,Cumple score e intención mínima,140,0,1
LD00001719,JR0013226,PR011800,SS00019658,2025-07-06 19:39:43,lead_ad,simulator_capture,Ahorro voluntario,converted_to_registration,92.37,qualified,Cumple score e intención mínima,357,0,1
LD00001720,JR0013228,PR011802,SS00019662,2025-08-11 03:31:58,email_click,contact_request,Ahorro voluntario,lost,66.56,unqualified,Duplicado operacional,111,0,1
LD00001721,JR0013240,PR011812,SS00019676,2025-08-01 22:18:48,email_click,lead_form_short,Ahorro voluntario,converted_to_registration,89.86,qualified,Cumple score e intención mínima,29,0,1
LD00001722,JR0013251,PR011822,SS00019694,2025-03-16 19:40:01,lead_ad,simulator_capture,Cambio / registro Afore,converted_to_registration,81.62,qualified,Cumple score e intención mínima,291,0,1
LD00001723,JR0013252,PR011823,SS00019697,2025-10-29 13:35:31,lead_ad,lead_form_short,Ahorro voluntario,nurtured,54.27,qualified,Cumple score e intención mínima,328,0,1
LD00001724,JR0013258,PR011829,SS00019706,2025-02-12 00:42:14,web_form,lead_form_short,Simulador de retiro,lost,54.37,unqualified,Duplicado operacional,235,0,1
LD00001725,JR0013266,PR011837,SS00019715,2025-03-19 09:41:44,lead_ad,contact_request,Ahorro voluntario,converted_to_registration,68.28,qualified,Cumple score e intención mínima,125,0,1
LD00001726,JR0013276,PR011845,SS00019728,2025-05-05 12:59:31,lead_ad,lead_form_main,Simulador de retiro,lost,64.2,unqualified,Perfil no objetivo,251,0,1
LD00001727,JR0013282,PR011850,SS00019739,2025-05-31 18:02:02,web_form,lead_form_short,Ahorro voluntario,nurtured,59.71,qualified,Cumple score e intención mínima,166,0,1
LD00001728,JR0013290,PR011856,SS00019752,2025-05-29 20:02:49,web_form,lead_form_main,Cambio / registro Afore,converted_to_registration,72.38,qualified,Cumple score e intención mínima,107,0,1
LD00001729,JR0013293,PR011859,SS00019758,2025-05-24 09:15:37,web_form,simulator_capture,Cambio / registro Afore,lost,72.61,unqualified,Perfil no objetivo,268,0,1
LD00001730,JR0013298,PR011864,SS00019763,2025-03-01 15:40:35,web_form,lead_form_main,Ahorro voluntario,nurtured,66.41,qualified,Cumple score e intención mínima,179,0,1
LD00001731,JR0013315,PR011879,SS00019787,2025-09-23 13:55:13,app_cta,contact_request,Ahorro voluntario,lost,85.17,unqualified,Perfil no objetivo,37,0,1
LD00001732,JR0013317,PR011880,SS00019791,2025-04-08 04:47:11,web_form,contact_request,Ahorro voluntario,nurtured,75.75,qualified,Cumple score e intención mínima,672,0,1
LD00001733,JR0013334,PR011895,SS00019814,2025-10-17 11:11:00,web_form,simulator_capture,Ahorro voluntario,lost,92.3,unqualified,Duplicado operacional,123,0,1
LD00001734,JR0013338,PR011898,SS00019819,2025-08-01 08:39:37,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,70.32,qualified,Cumple score e intención mínima,192,0,1
LD00001735,JR0013349,PR011907,SS00019836,2025-11-22 18:46:25,web_form,contact_request,Simulador de retiro,lost,62.61,unqualified,Baja intención declarada,263,0,1
LD00001736,JR0013358,PR011915,SS00019849,2025-10-29 21:52:41,email_click,lead_form_short,Ahorro voluntario,converted_to_registration,84.57,qualified,Cumple score e intención mínima,53,0,1
LD00001737,JR0013375,PR011932,SS00019872,2025-04-18 05:48:13,lead_ad,contact_request,Ahorro voluntario,nurtured,68.46,qualified,Cumple score e intención mínima,130,0,1
LD00001738,JR0013379,PR011935,SS00019877,2025-07-31 23:49:22,app_cta,lead_form_short,Ahorro voluntario,converted_to_registration,53.57,qualified,Cumple score e intención mínima,66,0,1
LD00001739,JR0013386,PR011940,SS00019889,2025-06-23 19:12:19,web_form,contact_request,Ahorro voluntario,converted_to_registration,89.87,qualified,Cumple score e intención mínima,47,0,1
LD00001740,JR0013400,PR011952,SS00019910,2025-10-01 12:36:46,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,91.54,qualified,Cumple score e intención mínima,117,0,1
LD00001741,JR0013406,PR011957,SS00019920,2025-05-06 11:20:41,lead_ad,lead_form_short,Ahorro voluntario,converted_to_registration,76.1,qualified,Cumple score e intención mínima,145,0,1
LD00001742,JR0013407,PR011957,SS00019923,2025-09-03 23:09:54,app_cta,lead_form_short,Ahorro voluntario,converted_to_registration,61.9,qualified,Cumple score e intención mínima,52,1,1
LD00001743,JR0013419,PR011969,SS00019939,2025-11-06 16:04:39,web_form,simulator_capture,Ahorro voluntario,converted_to_registration,68.86,qualified,Cumple score e intención mínima,57,0,1
LD00001744,JR0013450,PR011993,SS00019987,2025-05-17 04:35:10,lead_ad,lead_form_main,Ahorro voluntario,converted_to_registration,82.53,qualified,Cumple score e intención mínima,158,0,1
LD00001745,JR0013464,PR012005,SS00020009,2025-03-27 05:10:26,web_form,lead_form_main,Cambio / registro Afore,converted_to_registration,76.05,qualified,Cumple score e intención mínima,157,0,1
LD00001746,JR0013467,PR012008,SS00020016,2025-08-06 16:26:59,lead_ad,lead_form_short,Ahorro voluntario,nurtured,44.58,qualified,Cumple score e intención mínima,259,0,1
LD00001747,JR0013470,PR012010,SS00020021,2025-03-14 20:12:03,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,79.72,qualified,Cumple score e intención mínima,204,0,1
LD00001748,JR0013479,PR012017,SS00020032,2025-03-24 12:49:03,web_form,lead_form_main,Ahorro voluntario,converted_to_registration,72.82,qualified,Cumple score e intención mínima,57,0,1
LD00001749,JR0013480,PR012018,SS00020035,2025-11-16 22:27:31,web_form,lead_form_short,Simulador de retiro,nurtured,71.71,qualified,Cumple score e intención mínima,313,0,1
LD00001750,JR0013490,PR012028,SS00020050,2025-09-06 07:25:55,web_form,lead_form_short,Aportaciones complementarias,converted_to_registration,99.03,qualified,Cumple score e intención mínima,229,0,1
LD00001751,JR0013506,PR012042,SS00020078,2025-04-19 04:28:35,lead_ad,contact_request,Cambio / registro Afore,lost,50.33,unqualified,Perfil no objetivo,474,0,1
LD00001752,JR0013510,PR012046,SS00020083,2025-07-25 19:02:11,direct_form,lead_form_short,Ahorro voluntario,lost,95.37,unqualified,Duplicado operacional,89,0,1
LD00001753,JR0013512,PR012048,SS00020085,2025-03-04 07:13:10,web_form,lead_form_main,Aportaciones complementarias,converted_to_registration,91.42,qualified,Cumple score e intención mínima,178,0,1
LD00001754,JR0013521,PR012056,SS00020100,2025-04-06 09:42:23,direct_form,contact_request,Ahorro voluntario,converted_to_registration,65.74,qualified,Cumple score e intención mínima,191,0,1
LD00001755,JR0013532,PR012064,SS00020119,2025-07-01 21:03:07,web_form,lead_form_short,Simulador de retiro,lost,83.71,invalid_contact,Datos no contactables,127,0,0
LD00001756,JR0013537,PR012068,SS00020128,2025-03-26 00:10:40,web_form,lead_form_main,Simulador de retiro,lost,58.73,unqualified,Duplicado operacional,610,0,1
LD00001757,JR0013539,PR012070,SS00020131,2025-05-12 12:08:03,lead_ad,contact_request,Ahorro voluntario,lost,42.15,unqualified,Perfil no objetivo,242,0,1
LD00001758,JR0013549,PR012078,SS00020146,2025-11-21 02:07:56,direct_form,simulator_capture,Simulador de retiro,converted_to_registration,66.69,qualified,Cumple score e intención mínima,62,0,1
