registration_id,journey_id,prospect_id,lead_id,registration_started_ts,registration_completed_ts,registration_status,step_reached,document_upload_flag,kyc_validation_flag,biometric_validation_flag,rejection_reason,abandonment_reason
RG00000807,JR0013220,PR011794,LD00001718,2025-07-18 10:01:10,,abandoned,personal_data,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000808,JR0013226,PR011800,LD00001719,2025-07-07 18:08:43,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000809,JR0013240,PR011812,LD00001721,2025-08-04 05:56:48,2025-08-04 15:06:48,completed,confirmation,1,1,1,,
RG00000810,JR0013251,PR011822,LD00001722,2025-03-16 23:07:01,2025-03-18 13:06:01,completed,confirmation,1,1,1,,
RG00000811,JR0013266,PR011837,LD00001725,2025-03-20 00:09:44,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000812,JR0013290,PR011856,LD00001728,2025-05-30 17:33:49,,abandoned,kyc,1,1,0,,Biometría no exitosa
RG00000813,JR0013338,PR011898,LD00001734,2025-08-01 14:18:37,,abandoned,kyc,0,0,0,,Carga documental incompleta
RG00000814,JR0013358,PR011915,LD00001736,2025-10-30 02:51:41,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000815,JR0013379,PR011935,LD00001738,2025-08-01 05:12:22,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000816,JR0013386,PR011940,LD00001739,2025-06-25 15:21:19,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000817,JR0013400,PR011952,LD00001740,2025-10-04 08:17:46,,abandoned,biometric,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000818,JR0013406,PR011957,LD00001741,2025-05-08 00:32:41,2025-05-08 02:00:41,completed,confirmation,1,1,1,,
RG00000819,JR0013407,PR011957,LD00001742,2025-09-04 05:55:54,,abandoned,personal_data,1,1,1,,Biometría no exitosa
RG00000820,JR0013419,PR011969,LD00001743,2025-11-10 21:33:39,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000821,JR0013450,PR011993,LD00001744,2025-05-17 10:37:10,,abandoned,personal_data,0,0,0,,Tiempo de espera alto
RG00000822,JR0013464,PR012005,LD00001745,2025-03-27 22:20:26,,abandoned,kyc,1,0,0,,Carga documental incompleta
RG00000823,JR0013470,PR012010,LD00001747,2025-03-16 20:09:03,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00000824,JR0013479,PR012017,LD00001748,2025-03-25 07:57:03,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00000825,JR0013490,PR012028,LD00001750,2025-09-07 02:00:55,2025-09-08 17:50:55,completed,confirmation,1,1,1,,
RG00000826,JR0013512,PR012048,LD00001753,2025-03-04 15:07:10,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00000827,JR0013521,PR012056,LD00001754,2025-04-06 13:19:23,2025-04-07 17:20:23,completed,confirmation,1,1,1,,
RG00000828,JR0013549,PR012078,LD00001758,2025-11-22 06:34:56,,abandoned,documents,1,1,0,,Carga documental incompleta
RG00000829,JR0013561,PR012090,LD00001760,2025-12-27 18:14:33,2025-12-30 21:15:33,completed,confirmation,1,1,1,,
RG00000830,JR0013581,PR012109,LD00001761,2025-02-26 02:50:03,2025-02-27 02:56:03,completed,confirmation,1,1,1,,
RG00000831,JR0013651,PR012173,LD00001769,2025-04-18 23:51:45,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00000832,JR0013655,PR012176,LD00001770,2025-11-28 22:50:40,2025-11-29 05:59:40,completed,confirmation,1,1,1,,
RG00000833,JR0013664,PR012183,LD00001772,2025-10-06 11:04:17,2025-10-06 22:51:17,completed,confirmation,1,1,1,,
RG00000834,JR0013691,PR012206,LD00001778,2025-09-08 02:36:45,,abandoned,biometric,0,0,0,,Usuario salió del flujo
RG00000835,JR0013694,PR012209,LD00001779,2025-03-20 03:26:26,2025-03-21 03:48:26,completed,confirmation,1,1,1,,
RG00000836,JR0013703,PR012217,LD00001780,2025-03-03 07:42:17,,abandoned,kyc,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000837,JR0013707,PR012221,LD00001781,2025-06-24 19:19:27,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000838,JR0013731,PR012244,LD00001784,2025-08-14 11:01:15,2025-08-14 23:48:15,completed,confirmation,1,1,1,,
RG00000839,JR0013744,PR012255,LD00001786,2025-09-10 06:04:31,2025-09-11 00:06:31,completed,confirmation,1,1,1,,
RG00000840,JR0013766,PR012276,LD00001789,2025-06-16 13:34:36,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000841,JR0013805,PR012312,LD00001793,2025-08-21 19:41:11,,abandoned,biometric,1,1,1,,Carga documental incompleta
RG00000842,JR0013837,PR012337,LD00001796,2025-03-23 22:14:04,,abandoned,documents,1,1,0,,Tiempo de espera alto
RG00000843,JR0013844,PR012344,LD00001798,2025-09-03 20:30:56,,abandoned,personal_data,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000844,JR0013845,PR012345,LD00001799,2025-06-05 00:21:16,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00000845,JR0013858,PR012356,LD00001800,2025-03-09 13:41:39,,abandoned,biometric,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000846,JR0013873,PR012368,LD00001801,2025-06-08 17:02:18,2025-06-09 19:24:18,completed,confirmation,1,1,1,,
RG00000847,JR0013888,PR012382,LD00001804,2025-09-04 08:40:54,2025-09-04 22:40:54,completed,confirmation,1,1,1,,
RG00000848,JR0013891,PR012384,LD00001805,2025-11-25 21:21:16,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000849,JR0013950,PR012436,LD00001807,2025-08-23 10:41:15,2025-08-24 18:36:15,completed,confirmation,1,1,1,,
RG00000850,JR0013955,PR012440,LD00001808,2025-03-05 15:46:32,2025-03-06 08:28:32,completed,confirmation,1,1,1,,
RG00000851,JR0013971,PR012455,LD00001810,2025-11-05 08:18:12,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000852,JR0013979,PR012462,LD00001812,2025-07-07 20:12:29,2025-07-08 04:07:29,completed,confirmation,1,1,1,,
RG00000853,JR0014016,PR012495,LD00001816,2025-02-08 03:59:59,2025-02-13 16:07:59,completed,confirmation,1,1,1,,
RG00000854,JR0014026,PR012504,LD00001818,2025-03-19 06:50:22,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00000855,JR0014033,PR012510,LD00001820,2025-07-01 05:01:37,2025-07-01 08:36:37,completed,confirmation,1,1,1,,
RG00000856,JR0014042,PR012519,LD00001822,2025-12-03 13:13:23,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000857,JR0014050,PR012525,LD00001823,2025-05-22 18:07:26,2025-05-23 23:45:26,completed,confirmation,1,1,1,,
RG00000858,JR0014052,PR012527,LD00001824,2025-09-29 02:28:38,2025-09-29 08:29:38,completed,confirmation,1,1,1,,
RG00000859,JR0014080,PR012552,LD00001827,2025-03-29 10:28:48,2025-04-01 10:32:48,completed,confirmation,1,1,1,,
RG00000860,JR0014083,PR012555,LD00001829,2025-08-16 22:55:30,2025-08-18 02:10:30,completed,confirmation,1,1,1,,
RG00000861,JR0014084,PR012556,LD00001830,2025-07-11 12:26:38,2025-07-11 16:07:38,completed,confirmation,1,1,1,,
RG00000862,JR0014142,PR012606,LD00001832,2025-02-20 10:47:26,,abandoned,documents,1,0,0,,Biometría no exitosa
RG00000863,JR0014146,PR012609,LD00001833,2025-06-10 05:10:56,2025-06-10 08:32:56,completed,confirmation,1,1,1,,
RG00000864,JR0014217,PR012671,LD00001837,2025-07-16 16:31:56,2025-07-17 06:26:56,completed,confirmation,1,1,1,,
RG00000865,JR0014247,PR012699,LD00001839,2025-10-11 03:05:41,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00000866,JR0014252,PR012703,LD00001841,2025-04-05 16:49:27,,abandoned,documents,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000867,JR0014270,PR012719,LD00001842,2025-03-30 01:50:30,2025-04-02 02:01:30,completed,confirmation,1,1,1,,
RG00000868,JR0014287,PR012736,LD00001847,2025-05-24 04:02:42,2025-05-24 22:01:42,completed,confirmation,1,1,1,,
RG00000869,JR0014297,PR012745,LD00001848,2025-08-23 23:54:52,2025-08-24 15:49:52,completed,confirmation,1,1,1,,
RG00000870,JR0014299,PR012747,LD00001849,2025-08-14 01:18:16,,abandoned,personal_data,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000871,JR0014305,PR012753,LD00001850,2025-07-01 21:04:59,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000872,JR0014307,PR012755,LD00001852,2025-09-12 05:34:21,2025-09-13 03:42:21,completed,confirmation,1,1,1,,
RG00000873,JR0014358,PR012798,LD00001859,2025-03-05 23:00:33,,abandoned,biometric,1,0,0,,Biometría no exitosa
RG00000874,JR0014374,PR012813,LD00001862,2025-05-17 15:32:40,2025-05-18 09:13:40,completed,confirmation,1,1,1,,
RG00000875,JR0014395,PR012831,LD00001864,2025-12-30 10:58:15,2025-12-30 23:36:15,completed,confirmation,1,1,1,,
RG00000876,JR0014404,PR012839,LD00001866,2025-05-18 12:27:18,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000877,JR0014475,PR012903,LD00001872,2025-11-08 05:42:47,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00000878,JR0014488,PR012914,LD00001873,2025-02-16 12:11:16,,abandoned,biometric,0,0,0,,Biometría no exitosa
RG00000879,JR0014499,PR012925,LD00001875,2025-04-24 04:39:56,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00000880,JR0014516,PR012937,LD00001878,2025-12-24 07:35:43,2025-12-25 01:57:43,completed,confirmation,1,1,1,,
RG00000881,JR0014519,PR012940,LD00001880,2025-04-25 05:36:24,,abandoned,kyc,0,0,0,,Usuario salió del flujo
RG00000882,JR0014531,PR012951,LD00001881,2025-11-14 09:18:34,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000883,JR0014550,PR012967,LD00001885,2025-05-09 18:00:58,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00000884,JR0014554,PR012971,LD00001887,2025-03-14 00:05:44,,abandoned,personal_data,0,0,0,,Carga documental incompleta
RG00000885,JR0014575,PR012990,LD00001890,2025-07-20 09:13:49,,abandoned,kyc,1,0,0,,Usuario salió del flujo
RG00000886,JR0014578,PR012993,LD00001891,2025-05-29 10:27:45,2025-05-30 05:15:45,completed,confirmation,1,1,1,,
RG00000887,JR0014583,PR012996,LD00001892,2025-07-06 06:29:34,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00000888,JR0014618,PR013028,LD00001899,2025-06-14 06:49:23,2025-06-15 19:45:23,completed,confirmation,1,1,1,,
RG00000889,JR0014628,PR013037,LD00001901,2025-05-19 01:17:37,,abandoned,biometric,1,1,0,,Carga documental incompleta
RG00000890,JR0014649,PR013057,LD00001905,2025-09-14 07:04:43,,abandoned,documents,0,0,0,,Biometría no exitosa
RG00000891,JR0014670,PR013076,LD00001906,2025-06-22 02:33:02,2025-06-27 15:53:02,completed,confirmation,1,1,1,,
RG00000892,JR0014693,PR013098,LD00001908,2025-04-29 00:48:14,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00000893,JR0014736,PR013135,LD00001911,2025-02-02 08:38:09,,abandoned,personal_data,1,0,0,,Usuario salió del flujo
RG00000894,JR0014744,PR013143,LD00001912,2025-06-21 06:49:22,2025-06-21 15:53:22,completed,confirmation,1,1,1,,
RG00000895,JR0014756,PR013153,LD00001916,2025-11-17 06:17:57,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000896,JR0014761,PR013158,LD00001917,2025-05-31 22:44:33,,abandoned,biometric,1,0,0,,Carga documental incompleta
RG00000897,JR0014783,PR013178,LD00001920,2025-05-23 08:49:28,2025-05-24 01:42:28,completed,confirmation,1,1,1,,
RG00000898,JR0014789,PR013184,LD00001921,2025-02-06 07:28:44,,abandoned,personal_data,1,1,0,,Biometría no exitosa
RG00000899,JR0014822,PR013213,LD00001923,2025-11-13 17:48:30,,abandoned,personal_data,1,1,1,,Tiempo de espera alto
RG00000900,JR0014841,PR013230,LD00001925,2025-06-03 21:48:21,,abandoned,personal_data,1,1,0,,Tiempo de espera alto
RG00000901,JR0014913,PR013293,LD00001931,2025-08-01 16:35:28,,abandoned,kyc,0,0,0,,Carga documental incompleta
RG00000902,JR0014946,PR013320,LD00001939,2025-05-04 17:35:28,,abandoned,kyc,1,0,0,,Carga documental incompleta
RG00000903,JR0014971,PR013342,LD00001943,2025-05-01 23:23:17,,abandoned,personal_data,1,0,0,,Carga documental incompleta
RG00000904,JR0014990,PR013361,LD00001945,2025-02-05 10:59:24,,abandoned,kyc,0,0,0,,Usuario salió del flujo
RG00000905,JR0014994,PR013363,LD00001946,2025-05-27 07:14:34,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000906,JR0015000,PR013368,LD00001947,2025-08-15 21:09:30,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00000907,JR0015011,PR013378,LD00001949,2025-05-15 00:27:20,2025-05-17 17:35:20,completed,confirmation,1,1,1,,
RG00000908,JR0015014,PR013381,LD00001950,2025-11-21 13:38:12,2025-11-21 18:16:12,completed,confirmation,1,1,1,,
RG00000909,JR0015038,PR013403,LD00001953,2025-05-31 18:11:10,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00000910,JR0015069,PR013429,LD00001956,2025-11-25 15:35:23,,abandoned,personal_data,1,1,0,,Carga documental incompleta
RG00000911,JR0015083,PR013443,LD00001958,2025-12-26 01:21:53,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000912,JR0015102,PR013459,LD00001960,2025-03-14 20:01:35,,abandoned,biometric,1,0,0,,Biometría no exitosa
RG00000913,JR0015108,PR013465,LD00001962,2025-04-28 21:26:11,2025-04-29 17:51:11,completed,confirmation,1,1,1,,
RG00000914,JR0015111,PR013467,LD00001964,2025-11-12 16:11:16,2025-11-13 16:34:16,completed,confirmation,1,1,1,,
RG00000915,JR0015116,PR013471,LD00001965,2026-01-02 01:58:00,,abandoned,kyc,0,0,0,,Tiempo de espera alto
RG00000916,JR0015121,PR013476,LD00001966,2025-09-29 18:23:44,,abandoned,personal_data,1,1,0,,Usuario salió del flujo
RG00000917,JR0015123,PR013478,LD00001967,2025-03-19 19:42:02,2025-03-21 23:01:02,completed,confirmation,1,1,1,,
RG00000918,JR0015128,PR013483,LD00001968,2025-03-21 04:59:04,2025-03-21 15:32:04,completed,confirmation,1,1,1,,
RG00000919,JR0015165,PR013517,LD00001971,2025-03-28 06:53:42,,abandoned,kyc,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000920,JR0015177,PR013528,LD00001972,2025-10-28 13:25:57,2025-10-30 08:53:57,completed,confirmation,1,1,1,,
RG00000921,JR0015191,PR013541,LD00001973,2025-06-20 13:33:44,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00000922,JR0015195,PR013545,LD00001974,2025-03-30 22:47:29,,abandoned,documents,1,1,0,,Usuario salió del flujo
RG00000923,JR0015201,PR013551,LD00001976,2025-04-20 08:27:21,,abandoned,biometric,1,1,1,,Biometría no exitosa
RG00000924,JR0015262,PR013608,LD00001978,2025-04-16 21:18:23,2025-04-17 17:38:23,completed,confirmation,1,1,1,,
RG00000925,JR0015269,PR013615,LD00001979,2025-06-16 02:59:48,2025-06-16 11:12:48,completed,confirmation,1,1,1,,
RG00000926,JR0015275,PR013620,LD00001980,2025-06-01 22:50:55,2025-06-02 01:45:55,completed,confirmation,1,1,1,,
RG00000927,JR0015296,PR013637,LD00001982,2025-05-28 20:43:48,2025-05-30 09:17:48,completed,confirmation,1,1,1,,
RG00000928,JR0015306,PR013647,LD00001983,2025-06-06 02:48:57,,abandoned,documents,1,1,0,,Usuario salió del flujo
RG00000929,JR0015342,PR013679,LD00001987,2025-02-13 14:53:42,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000930,JR0015357,PR013692,LD00001988,2025-04-16 15:39:49,2025-04-17 17:46:49,completed,confirmation,1,1,1,,
RG00000931,JR0015376,PR013710,LD00001992,2025-02-20 13:41:01,,abandoned,documents,0,0,0,,Usuario salió del flujo
RG00000932,JR0015379,PR013713,LD00001993,2025-07-25 11:23:44,,abandoned,personal_data,1,1,0,,Carga documental incompleta
RG00000933,JR0015380,PR013714,LD00001994,2025-07-11 07:46:56,,abandoned,personal_data,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000934,JR0015391,PR013724,LD00001995,2025-04-24 04:36:11,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000935,JR0015397,PR013729,LD00001998,2025-05-22 14:56:56,,abandoned,personal_data,0,0,0,,Usuario salió del flujo
RG00000936,JR0015403,PR013734,LD00002000,2025-03-11 01:03:41,2025-03-14 23:27:41,completed,confirmation,1,1,1,,
RG00000937,JR0015420,PR013749,LD00002002,2025-04-25 19:04:41,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00000938,JR0015446,PR013775,LD00002004,2025-06-29 16:03:12,2025-06-29 19:52:12,completed,confirmation,1,1,1,,
RG00000939,JR0015495,PR013819,LD00002007,2025-07-23 16:07:41,2025-07-23 19:03:41,completed,confirmation,1,1,1,,
RG00000940,JR0015534,PR013854,LD00002011,2025-04-05 03:02:41,,abandoned,personal_data,0,0,0,,Biometría no exitosa
RG00000941,JR0015540,PR013859,LD00002012,2025-09-21 10:15:17,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000942,JR0015550,PR013868,LD00002013,2025-08-28 17:37:18,2025-08-30 09:22:18,completed,confirmation,1,1,1,,
RG00000943,JR0015565,PR013882,LD00002017,2025-06-22 20:27:36,,abandoned,personal_data,1,0,0,,Tiempo de espera alto
RG00000944,JR0015569,PR013885,LD00002020,2025-04-19 04:54:55,,abandoned,documents,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000945,JR0015576,PR013891,LD00002022,2025-02-09 23:09:25,2025-02-11 17:32:25,completed,confirmation,1,1,1,,
RG00000946,JR0015597,PR013909,LD00002024,2025-05-11 14:10:56,,abandoned,biometric,0,0,0,Validación KYC fallida,Validación KYC fallida
RG00000947,JR0015619,PR013926,LD00002026,2025-04-24 00:12:21,2025-04-24 04:57:21,completed,confirmation,1,1,1,,
RG00000948,JR0015634,PR013938,LD00002029,2025-02-12 10:17:27,2025-02-12 18:34:27,completed,confirmation,1,1,1,,
RG00000949,JR0015639,PR013943,LD00002030,2025-05-18 22:55:17,,abandoned,kyc,1,1,1,,Biometría no exitosa
RG00000950,JR0015647,PR013949,LD00002032,2025-06-30 15:13:27,,abandoned,biometric,0,0,0,,Tiempo de espera alto
RG00000951,JR0015655,PR013957,LD00002033,2025-11-10 05:30:57,,abandoned,documents,1,1,1,,Biometría no exitosa
RG00000952,JR0015665,PR013965,LD00002034,2025-03-30 06:58:58,,abandoned,biometric,0,0,0,,Carga documental incompleta
RG00000953,JR0015674,PR013973,LD00002036,2025-07-13 22:39:40,,abandoned,documents,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000954,JR0015678,PR013977,LD00002037,2025-09-24 07:24:00,,abandoned,documents,1,1,0,Validación KYC fallida,Validación KYC fallida
RG00000955,JR0015687,PR013986,LD00002040,2025-05-20 18:30:46,2025-05-21 13:14:46,completed,confirmation,1,1,1,,
RG00000956,JR0015729,PR014024,LD00002043,2025-11-17 07:55:56,,abandoned,personal_data,1,1,0,,Carga documental incompleta
RG00000957,JR0015732,PR014027,LD00002044,2025-06-18 03:59:00,2025-06-18 09:01:00,completed,confirmation,1,1,1,,
RG00000958,JR0015736,PR014030,LD00002046,2025-03-22 05:49:05,,abandoned,personal_data,1,1,1,,Carga documental incompleta
RG00000959,JR0015740,PR014034,LD00002047,2025-10-02 14:32:45,,abandoned,biometric,1,0,0,,Tiempo de espera alto
RG00000960,JR0015743,PR014037,LD00002048,2025-08-24 08:44:47,2025-08-24 13:08:47,completed,confirmation,1,1,1,,
RG00000961,JR0015777,PR014068,LD00002049,2025-05-28 05:14:47,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000962,JR0015779,PR014069,LD00002050,2025-05-23 09:29:21,2025-05-23 14:38:21,completed,confirmation,1,1,1,,
RG00000963,JR0015789,PR014078,LD00002052,2025-11-11 14:11:38,,abandoned,documents,0,0,0,,Tiempo de espera alto
RG00000964,JR0015794,PR014081,LD00002054,2025-07-30 06:51:34,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000965,JR0015798,PR014085,LD00002055,2025-03-27 21:05:01,2025-03-28 13:00:01,completed,confirmation,1,1,1,,
RG00000966,JR0015822,PR014105,LD00002056,2025-05-29 13:21:23,,abandoned,documents,1,1,1,,Carga documental incompleta
RG00000967,JR0015850,PR014130,LD00002060,2025-03-09 11:46:27,,abandoned,biometric,1,1,1,,Usuario salió del flujo
RG00000968,JR0015877,PR014151,LD00002063,2025-09-18 08:54:09,2025-09-18 13:23:09,completed,confirmation,1,1,1,,
RG00000969,JR0015885,PR014159,LD00002064,2025-10-04 08:10:20,2025-10-04 12:54:20,completed,confirmation,1,1,1,,
RG00000970,JR0015890,PR014164,LD00002066,2025-07-22 23:34:44,2025-07-24 03:46:44,completed,confirmation,1,1,1,,
RG00000971,JR0015891,PR014164,LD00002067,2025-08-09 18:39:44,,abandoned,biometric,1,1,0,,Tiempo de espera alto
RG00000972,JR0015892,PR014165,LD00002068,2025-04-09 22:21:44,,abandoned,kyc,1,1,1,,Tiempo de espera alto
RG00000973,JR0015894,PR014166,LD00002069,2025-12-28 11:31:19,,abandoned,documents,1,1,0,,Usuario salió del flujo
RG00000974,JR0015902,PR014173,LD00002072,2025-11-04 22:12:37,,abandoned,biometric,1,1,1,,Tiempo de espera alto
RG00000975,JR0015935,PR014203,LD00002075,2025-01-22 20:04:50,2025-01-23 04:54:50,completed,confirmation,1,1,1,,
RG00000976,JR0015936,PR014204,LD00002076,2025-04-02 14:54:54,2025-04-02 18:10:54,completed,confirmation,1,1,1,,
RG00000977,JR0015944,PR014211,LD00002079,2025-04-30 05:29:16,,abandoned,documents,1,0,0,,Carga documental incompleta
RG00000978,JR0015950,PR014217,LD00002080,2025-08-17 21:13:44,2025-08-19 00:17:44,completed,confirmation,1,1,1,,
RG00000979,JR0015951,PR014218,LD00002081,2025-07-22 19:45:20,2025-07-25 12:05:20,completed,confirmation,1,1,1,,
RG00000980,JR0015966,PR014233,LD00002083,2025-10-17 06:13:09,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00000981,JR0016018,PR014280,LD00002089,2025-05-03 02:42:59,2025-05-03 08:34:59,completed,confirmation,1,1,1,,
RG00000982,JR0016031,PR014292,LD00002092,2025-09-23 07:29:54,,abandoned,kyc,1,0,0,,Biometría no exitosa
RG00000983,JR0016062,PR014318,LD00002096,2025-04-06 04:57:48,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00000984,JR0016083,PR014336,LD00002100,2025-07-12 03:16:47,,abandoned,kyc,0,0,0,,Biometría no exitosa
RG00000985,JR0016093,PR014345,LD00002103,2025-11-23 06:45:32,2025-11-23 15:06:32,completed,confirmation,1,1,1,,
RG00000986,JR0016102,PR014353,LD00002106,2025-06-12 04:06:58,,abandoned,documents,1,1,1,,Tiempo de espera alto
RG00000987,JR0016160,PR014405,LD00002109,2025-04-08 23:39:24,,abandoned,personal_data,1,0,0,,Carga documental incompleta
RG00000988,JR0016184,PR014429,LD00002111,2025-06-13 06:23:18,2025-06-17 07:44:18,completed,confirmation,1,1,1,,
RG00000989,JR0016192,PR014436,LD00002112,2025-04-15 20:44:02,,abandoned,documents,1,0,0,Validación KYC fallida,Validación KYC fallida
RG00000990,JR0016212,PR014454,LD00002114,2025-03-25 16:18:05,,abandoned,biometric,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000991,JR0016230,PR014470,LD00002116,2025-04-01 11:21:36,,abandoned,kyc,0,0,0,,Tiempo de espera alto
RG00000992,JR0016249,PR014488,LD00002117,2025-05-09 00:24:57,,abandoned,biometric,0,0,0,,Usuario salió del flujo
RG00000993,JR0016251,PR014490,LD00002118,2025-02-19 18:26:10,2025-02-23 15:18:10,completed,confirmation,1,1,1,,
RG00000994,JR0016290,PR014527,LD00002122,2025-05-02 21:58:15,,abandoned,biometric,1,1,0,,Biometría no exitosa
RG00000995,JR0016291,PR014527,LD00002123,2025-06-30 11:38:15,2025-06-30 23:55:15,completed,confirmation,1,1,1,,
RG00000996,JR0016304,PR014540,LD00002125,2025-05-28 18:39:17,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00000997,JR0016325,PR014558,LD00002129,2025-05-29 00:06:40,,abandoned,biometric,1,0,0,,Biometría no exitosa
RG00000998,JR0016340,PR014573,LD00002132,2025-10-11 00:32:05,,abandoned,biometric,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00000999,JR0016350,PR014582,LD00002133,2025-06-29 12:28:10,,abandoned,personal_data,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001000,JR0016351,PR014582,LD00002134,2025-08-14 10:41:42,2025-08-14 22:52:42,completed,confirmation,1,1,1,,
RG00001001,JR0016362,PR014593,LD00002136,2025-04-27 08:26:22,2025-04-28 19:42:22,completed,confirmation,1,1,1,,
RG00001002,JR0016374,PR014605,LD00002139,2025-08-30 05:03:07,2025-08-30 16:55:07,completed,confirmation,1,1,1,,
RG00001003,JR0016385,PR014616,LD00002141,2025-03-27 12:42:06,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001004,JR0016386,PR014617,LD00002142,2025-08-11 20:07:32,2025-08-12 04:29:32,completed,confirmation,1,1,1,,
RG00001005,JR0016402,PR014633,LD00002144,2025-03-29 08:23:23,2025-03-31 11:37:23,completed,confirmation,1,1,1,,
RG00001006,JR0016425,PR014653,LD00002146,2025-11-01 08:51:32,2025-11-02 00:00:32,completed,confirmation,1,1,1,,
RG00001007,JR0016444,PR014669,LD00002147,2025-03-11 23:02:42,,abandoned,kyc,1,1,1,,Carga documental incompleta
RG00001008,JR0016445,PR014670,LD00002148,2025-10-12 04:47:15,,abandoned,kyc,1,1,1,,Usuario salió del flujo
RG00001009,JR0016451,PR014675,LD00002149,2025-12-10 06:16:08,2025-12-11 07:30:08,completed,confirmation,1,1,1,,
RG00001010,JR0016453,PR014677,LD00002151,2025-07-27 02:16:50,2025-07-27 07:57:50,completed,confirmation,1,1,1,,
RG00001011,JR0016466,PR014689,LD00002153,2025-06-17 16:59:23,2025-06-17 22:52:23,completed,confirmation,1,1,1,,
RG00001012,JR0016469,PR014691,LD00002154,2025-10-08 06:32:59,2025-10-08 20:37:59,completed,confirmation,1,1,1,,
RG00001013,JR0016490,PR014709,LD00002156,2025-06-14 13:11:07,,abandoned,documents,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001014,JR0016494,PR014712,LD00002157,2025-06-08 01:17:31,2025-06-08 03:34:31,completed,confirmation,1,1,1,,
RG00001015,JR0016497,PR014714,LD00002158,2025-08-09 18:25:26,,abandoned,kyc,1,1,1,Validación KYC fallida,Validación KYC fallida
RG00001016,JR0016518,PR014732,LD00002160,2025-05-13 15:03:30,,abandoned,personal_data,1,1,1,,Usuario salió del flujo
RG00001017,JR0016532,PR014745,LD00002162,2025-03-25 23:55:15,2025-03-26 17:19:15,completed,confirmation,1,1,1,,
RG00001018,JR0016534,PR014747,LD00002163,2025-12-26 10:06:23,2025-12-27 03:22:23,completed,confirmation,1,1,1,,
RG00001019,JR0016555,PR014763,LD00002165,2025-03-04 00:24:24,2025-03-05 04:16:24,completed,confirmation,1,1,1,,
