journey_id,anonymous_visitor_id,prospect_id,primary_campaign_id,primary_channel_id,first_device_id,attribution_model,journey_start_ts,journey_end_ts,current_stage_id,is_closed
JR0010372,AV000010372,PR009249,CP010,CH004,DV003,last_non_direct,2025-09-26 19:27:44,2025-10-02 16:31:44,ST07,1
JR0010373,AV000010373,PR009249,CP003,CH001,DV003,last_non_direct,2025-11-19 03:27:44,2025-11-19 05:28:44,ST02,1
JR0010374,AV000010374,PR009250,CP001,CH001,DV006,last_non_direct,2025-05-28 04:59:48,2025-05-28 05:50:48,ST02,1
JR0010375,AV000010375,PR009251,CP017,CH007,DV002,last_non_direct,2025-08-06 05:41:55,2025-08-06 06:32:55,ST02,1
JR0010376,AV000010376,PR009252,CP001,CH001,DV008,last_non_direct,2025-03-28 15:42:46,2025-03-28 16:37:46,ST01,1
JR0010377,AV000010377,PR009253,CP011,CH004,DV006,position_based,2025-05-26 14:25:32,2025-05-26 16:23:32,ST02,1
JR0010378,AV000010378,PR009254,CP008,CH003,DV001,position_based,2025-05-04 13:32:34,2025-05-04 15:35:34,ST02,1
JR0010379,AV000010379,PR009255,CP002,CH001,DV003,position_based,2025-07-06 20:47:09,2025-07-06 22:21:09,ST02,1
JR0010380,AV000010380,PR009256,CP002,CH001,DV003,position_based,2025-03-07 03:09:07,2025-03-07 04:04:07,ST01,1
JR0010381,AV000010381,PR009257,CP003,CH001,DV001,position_based,2025-07-27 23:49:16,2025-07-28 00:04:16,ST02,1
JR0010382,AV000010382,PR009258,CP001,CH001,DV001,last_non_direct,2025-04-07 17:36:15,2025-04-07 21:49:15,ST03,1
JR0010383,AV000010383,PR009259,CP002,CH001,DV001,position_based,2025-03-15 02:57:23,2025-03-15 04:26:23,ST01,1
JR0010384,AV000010384,PR009260,CP012,CH005,DV007,last_non_direct,2025-07-18 18:30:58,2025-07-18 20:34:58,ST02,1
JR0010385,AV000010385,PR009260,CP002,CH001,DV005,first_touch,2025-08-29 21:30:58,2025-08-29 23:09:58,ST01,1
JR0010386,AV000010386,PR009261,CP002,CH001,DV002,last_non_direct,2025-04-02 01:40:27,2025-04-02 17:10:27,ST03,1
JR0010387,AV000010387,PR009261,CP003,CH001,DV002,last_non_direct,2025-06-19 19:39:04,2025-06-19 20:44:04,ST02,1
JR0010388,AV000010388,PR009262,CP004,CH001,DV001,last_non_direct,2025-03-17 09:57:47,2025-03-17 11:16:47,ST02,1
JR0010389,AV000010389,PR009263,CP009,CH003,DV005,last_non_direct,2025-06-21 07:28:46,2025-06-21 09:18:46,ST01,1
JR0010390,AV000010390,PR009264,CP005,CH002,DV003,last_non_direct,2025-07-05 17:38:22,2025-07-05 18:04:22,ST02,1
JR0010391,AV000010391,PR009265,CP013,CH005,DV001,last_non_direct,2025-09-16 14:34:01,2025-09-16 16:52:01,ST02,1
JR0010392,AV000010392,PR009266,CP007,CH003,DV002,position_based,2025-04-02 05:54:45,2025-04-02 06:50:45,ST02,1
JR0010393,AV000010393,PR009267,CP004,CH001,DV003,last_non_direct,2025-09-24 22:01:11,2025-09-24 23:50:11,ST02,1
JR0010394,AV000010394,PR009268,CP008,CH003,DV001,position_based,2025-06-14 02:06:25,2025-06-14 03:22:25,ST02,1
JR0010395,AV000010395,PR009269,CP004,CH001,DV001,last_non_direct,2025-10-12 06:20:00,2025-10-12 07:20:00,ST02,1
JR0010396,AV000010396,PR009270,CP001,CH001,DV002,position_based,2025-06-29 12:50:01,2025-06-29 13:51:01,ST02,1
JR0010397,AV000010397,PR009270,CP010,CH004,DV001,last_non_direct,2025-07-17 22:50:01,2025-07-17 23:59:01,ST01,1
JR0010398,AV000010398,PR009271,CP008,CH003,DV002,first_touch,2025-10-16 22:54:20,2025-10-17 00:56:20,ST02,1
JR0010399,AV000010399,PR009272,CP017,CH007,DV001,position_based,2025-05-26 15:52:25,2025-05-26 17:10:25,ST02,1
JR0010400,AV000010400,PR009272,CP001,CH001,DV001,last_non_direct,2025-06-13 23:52:25,2025-06-14 00:46:25,ST01,1
JR0010401,AV000010401,PR009273,CP007,CH003,DV001,first_touch,2025-07-21 19:22:01,2025-07-21 21:17:01,ST02,1
JR0010402,AV000010402,PR009274,CP001,CH001,DV006,position_based,2025-06-22 03:38:26,2025-06-22 06:57:26,ST02,1
JR0010403,AV000010403,PR009275,CP003,CH001,DV005,last_non_direct,2025-06-14 02:23:47,2025-06-14 17:27:47,ST05,1
JR0010404,AV000010404,PR009275,CP002,CH001,DV004,last_non_direct,2025-07-14 10:23:47,2025-07-14 10:46:47,ST02,1
JR0010405,AV000010405,PR009276,CP003,CH001,DV003,last_non_direct,2025-01-28 02:07:06,2025-01-28 02:49:06,ST01,1
JR0010406,AV000010406,PR009277,CP004,CH001,DV003,position_based,2025-03-09 13:44:32,2025-03-09 15:36:32,ST02,1
JR0010407,AV000010407,PR009278,CP001,CH001,DV003,first_touch,2025-08-20 07:44:41,2025-08-20 07:49:41,ST01,1
JR0010408,AV000010408,PR009279,CP009,CH003,DV002,position_based,2025-08-06 22:02:45,2025-08-06 23:21:45,ST02,1
JR0010409,AV000010409,PR009280,CP006,CH002,DV001,last_non_direct,2025-05-25 07:06:01,2025-05-25 08:03:01,ST02,1
JR0010410,AV000010410,PR009281,CP002,CH001,DV005,first_touch,2025-04-17 03:35:07,2025-04-17 23:17:07,ST05,1
JR0010411,AV000010411,PR009282,CP001,CH001,DV003,last_non_direct,2025-02-27 03:37:37,2025-02-27 04:59:37,ST01,1
JR0010412,AV000010412,PR009283,CP007,CH003,DV002,position_based,2025-04-26 01:15:41,2025-04-26 03:10:41,ST01,1
JR0010413,AV000010413,PR009284,CP010,CH004,DV001,position_based,2025-10-18 08:23:40,2025-10-18 09:19:40,ST02,1
JR0010414,AV000010414,PR009285,CP008,CH003,DV002,last_non_direct,2025-02-24 14:21:27,2025-02-24 15:12:27,ST01,1
JR0010415,AV000010415,PR009286,CP005,CH002,DV003,first_touch,2025-03-12 06:27:22,2025-03-12 06:38:22,ST01,1
JR0010416,AV000010416,PR009287,CP016,CH007,DV004,last_non_direct,2025-09-09 01:57:19,2025-09-09 02:51:19,ST01,1
JR0010417,AV000010417,PR009288,CP001,CH001,DV001,position_based,2025-06-16 21:46:31,2025-06-16 23:43:31,ST01,1
JR0010418,AV000010418,PR009289,CP003,CH001,DV002,last_non_direct,2025-07-22 20:17:09,2025-07-23 13:37:09,ST04,1
JR0010419,AV000010419,PR009290,CP001,CH001,DV005,first_touch,2025-06-21 08:23:30,2025-06-21 09:13:30,ST01,1
JR0010420,AV000010420,PR009291,CP006,CH002,DV001,last_non_direct,2025-10-02 06:39:03,2025-10-02 21:39:03,ST04,1
JR0010421,AV000010421,PR009291,CP009,CH003,DV001,last_non_direct,2025-11-13 12:39:03,2025-11-13 13:38:03,ST02,1
JR0010422,AV000010422,PR009292,CP001,CH001,DV002,last_non_direct,2025-02-27 12:30:28,2025-02-27 14:20:28,ST01,1
JR0010423,AV000010423,PR009293,CP009,CH003,DV008,position_based,2025-06-03 11:41:52,2025-06-03 14:02:52,ST02,1
JR0010424,AV000010424,PR009294,CP002,CH001,DV001,position_based,2025-12-01 11:59:34,2025-12-01 12:39:34,ST01,1
JR0010425,AV000010425,PR009295,CP002,CH001,DV004,first_touch,2025-10-16 08:53:32,2025-10-16 10:10:32,ST01,1
JR0010426,AV000010426,PR009295,CP002,CH001,DV002,last_non_direct,2025-12-19 14:44:08,2025-12-19 16:04:08,ST01,1
JR0010427,AV000010427,PR009296,CP002,CH001,DV001,position_based,2025-09-26 02:52:36,2025-09-26 03:45:36,ST01,1
JR0010428,AV000010428,PR009297,CP005,CH002,DV001,last_non_direct,2025-04-10 18:38:17,2025-04-10 20:34:17,ST02,1
JR0010429,AV000010429,PR009297,CP003,CH001,DV001,last_non_direct,2025-07-31 12:07:30,2025-07-31 13:02:30,ST01,1
JR0010430,AV000010430,PR009298,CP003,CH001,DV002,position_based,2025-06-17 00:04:50,2025-06-17 02:16:50,ST02,1
JR0010431,AV000010431,PR009299,CP007,CH003,DV007,last_non_direct,2025-08-14 05:26:54,2025-08-14 08:10:54,ST02,1
JR0010432,AV000010432,PR009300,CP007,CH003,DV006,last_non_direct,2025-07-09 06:00:18,2025-07-09 08:14:18,ST02,1
JR0010433,AV000010433,PR009301,CP010,CH004,DV003,position_based,2025-09-05 19:28:44,2025-09-05 20:23:44,ST01,1
JR0010434,AV000010434,PR009301,CP016,CH007,DV002,first_touch,2025-10-24 00:28:44,2025-10-24 02:12:44,ST02,1
JR0010435,AV000010435,PR009302,CP002,CH001,DV003,last_non_direct,2025-05-19 05:03:40,2025-05-19 06:33:40,ST02,1
JR0010436,AV000010436,PR009303,CP008,CH003,DV001,position_based,2025-10-31 14:42:34,2025-10-31 16:03:34,ST01,1
JR0010437,AV000010437,PR009304,CP011,CH004,DV001,last_non_direct,2025-09-01 02:50:52,2025-09-01 15:34:52,ST04,1
JR0010438,AV000010438,PR009305,CP005,CH002,DV003,position_based,2025-09-06 17:37:22,2025-09-07 00:36:22,ST03,1
JR0010439,AV000010439,PR009306,CP004,CH001,DV003,last_non_direct,2025-06-23 06:19:18,2025-06-23 07:54:18,ST01,1
JR0010440,AV000010440,PR009307,CP008,CH003,DV002,last_non_direct,2025-04-23 08:01:22,2025-04-24 13:07:22,ST06,1
JR0010441,AV000010441,PR009307,CP003,CH001,DV001,last_non_direct,2025-07-12 18:25:27,2025-07-12 19:37:27,ST02,1
JR0010442,AV000010442,PR009308,CP006,CH002,DV002,first_touch,2025-04-24 20:36:49,2025-04-24 22:15:49,ST02,1
JR0010443,AV000010443,PR009309,CP009,CH003,DV004,last_non_direct,2025-10-05 03:33:25,2025-10-06 21:34:25,ST05,1
JR0010444,AV000010444,PR009310,CP006,CH002,DV002,first_touch,2025-06-25 00:04:54,2025-06-25 01:36:54,ST02,1
JR0010445,AV000010445,PR009310,CP001,CH001,DV001,last_non_direct,2025-09-10 07:02:08,2025-09-13 00:26:08,ST06,1
JR0010446,AV000010446,PR009310,CP002,CH001,DV001,position_based,2025-10-06 14:02:08,2025-10-06 15:36:08,ST02,1
JR0010447,AV000010447,PR009311,CP001,CH001,DV001,position_based,2025-03-05 01:51:38,2025-03-05 04:30:38,ST02,1
JR0010448,AV000010448,PR009312,CP008,CH003,DV002,first_touch,2025-06-13 21:48:51,2025-06-13 23:42:51,ST01,1
JR0010449,AV000010449,PR009313,CP002,CH001,DV002,last_non_direct,2025-03-11 19:55:24,2025-03-11 20:45:24,ST01,1
JR0010450,AV000010450,PR009314,CP005,CH002,DV006,last_non_direct,2025-04-21 12:57:33,2025-04-21 14:25:33,ST02,1
JR0010451,AV000010451,PR009315,CP015,CH006,DV002,position_based,2025-03-23 03:38:19,2025-03-25 06:30:19,ST06,1
JR0010452,AV000010452,PR009315,CP012,CH005,DV006,last_non_direct,2025-04-11 07:38:19,2025-04-11 18:42:19,ST03,1
JR0010453,AV000010453,PR009316,CP005,CH002,DV002,last_non_direct,2025-05-13 06:09:38,2025-05-13 07:12:38,ST02,1
JR0010454,AV000010454,PR009317,CP015,CH006,DV008,first_touch,2025-07-17 13:50:16,2025-07-18 04:40:16,ST04,1
JR0010455,AV000010455,PR009318,CP002,CH001,DV008,last_non_direct,2025-06-19 16:47:03,2025-06-20 10:53:03,ST04,1
JR0010456,AV000010456,PR009319,CP016,CH007,DV001,position_based,2025-10-27 19:11:28,2025-10-27 19:34:28,ST01,1
JR0010457,AV000010457,PR009320,CP001,CH001,DV008,position_based,2025-01-29 11:55:15,2025-02-02 05:39:15,ST07,1
JR0010458,AV000010458,PR009321,CP001,CH001,DV002,first_touch,2025-03-11 19:11:53,2025-03-11 22:03:53,ST02,1
JR0010459,AV000010459,PR009322,CP009,CH003,DV002,position_based,2025-05-22 21:28:07,2025-05-22 22:25:07,ST02,1
JR0010460,AV000010460,PR009323,CP001,CH001,DV001,position_based,2025-09-07 01:03:24,2025-09-07 03:59:24,ST02,1
JR0010461,AV000010461,PR009324,CP006,CH002,DV002,last_non_direct,2025-08-31 05:49:19,2025-08-31 06:38:19,ST02,1
JR0010462,AV000010462,PR009324,CP009,CH003,DV001,last_non_direct,2025-09-21 11:49:19,2025-09-21 12:28:19,ST02,1
JR0010463,AV000010463,PR009325,CP010,CH004,DV001,first_touch,2025-10-03 10:41:26,2025-10-03 12:08:26,ST02,1
JR0010464,AV000010464,PR009326,CP001,CH001,DV003,last_non_direct,2025-07-30 12:25:38,2025-07-30 13:14:38,ST02,1
JR0010465,AV000010465,PR009326,CP006,CH002,DV008,last_non_direct,2025-08-21 08:09:23,2025-08-21 09:40:23,ST01,1
JR0010466,AV000010466,PR009327,CP008,CH003,DV003,position_based,2025-09-19 16:41:09,2025-09-19 18:11:09,ST02,1
JR0010467,AV000010467,PR009328,CP004,CH001,DV001,last_non_direct,2025-07-21 17:32:47,2025-07-21 19:42:47,ST02,1
JR0010468,AV000010468,PR009329,CP001,CH001,DV001,first_touch,2025-01-20 01:45:07,2025-01-20 03:35:07,ST01,1
JR0010469,AV000010469,PR009330,CP003,CH001,DV007,last_non_direct,2025-06-21 02:51:14,2025-06-21 03:41:14,ST02,1
JR0010470,AV000010470,PR009330,CP009,CH003,DV001,last_non_direct,2025-08-21 12:07:01,2025-08-21 14:29:01,ST02,1
JR0010471,AV000010471,PR009331,CP007,CH003,DV001,last_non_direct,2025-09-22 23:55:44,2025-09-23 00:52:44,ST02,1
JR0010472,AV000010472,PR009332,CP008,CH003,DV005,last_non_direct,2025-10-08 20:01:27,2025-10-08 21:15:27,ST01,1
JR0010473,AV000010473,PR009333,CP003,CH001,DV002,last_non_direct,2025-04-04 14:35:25,2025-04-04 23:48:25,ST04,1
JR0010474,AV000010474,PR009334,CP002,CH001,DV002,last_non_direct,2025-09-19 06:01:02,2025-09-19 07:49:02,ST02,1
JR0010475,AV000010475,PR009334,CP002,CH001,DV002,first_touch,2025-10-18 01:58:54,2025-10-18 02:31:54,ST01,1
JR0010476,AV000010476,PR009335,CP005,CH002,DV002,last_non_direct,2025-08-25 15:12:48,2025-08-25 17:09:48,ST02,1
JR0010477,AV000010477,PR009335,CP001,CH001,DV003,last_non_direct,2025-09-12 22:12:48,2025-09-12 23:28:48,ST02,1
JR0010478,AV000010478,PR009336,CP001,CH001,DV006,last_non_direct,2025-10-05 03:05:13,2025-10-05 04:46:13,ST01,1
JR0010479,AV000010479,PR009336,CP001,CH001,DV001,first_touch,2025-11-26 18:25:01,2025-11-26 19:51:01,ST02,1
JR0010480,AV000010480,PR009337,CP008,CH003,DV001,first_touch,2025-04-30 17:42:43,2025-04-30 18:01:43,ST01,1
JR0010481,AV000010481,PR009338,CP005,CH002,DV002,first_touch,2025-06-07 03:30:32,2025-06-07 04:59:32,ST02,1
JR0010482,AV000010482,PR009339,CP008,CH003,DV001,last_non_direct,2025-10-23 22:35:10,2025-10-23 22:41:10,ST01,1
JR0010483,AV000010483,PR009340,CP003,CH001,DV003,position_based,2025-07-06 06:27:05,2025-07-07 04:09:05,ST05,1
JR0010484,AV000010484,PR009341,CP006,CH002,DV001,position_based,2025-08-01 04:29:41,2025-08-01 04:45:41,ST02,1
JR0010485,AV000010485,PR009342,CP004,CH001,DV004,position_based,2025-04-30 19:35:40,2025-04-30 20:53:40,ST01,1
JR0010486,AV000010486,PR009343,CP008,CH003,DV003,position_based,2025-04-24 02:19:27,2025-04-24 03:22:27,ST02,1
JR0010487,AV000010487,PR009344,CP003,CH001,DV001,last_non_direct,2025-07-04 08:40:28,2025-07-04 09:34:28,ST02,1
JR0010488,AV000010488,PR009345,CP004,CH001,DV001,last_non_direct,2025-10-28 11:35:01,2025-10-28 12:38:01,ST01,1
JR0010489,AV000010489,PR009346,CP004,CH001,DV002,position_based,2025-12-02 11:00:16,2025-12-02 12:25:16,ST02,1
JR0010490,AV000010490,PR009347,CP014,CH006,DV007,last_non_direct,2025-07-03 10:09:16,2025-07-03 11:46:16,ST02,1
JR0010491,AV000010491,PR009348,CP008,CH003,DV001,position_based,2025-04-29 14:03:23,2025-04-29 14:20:23,ST01,1
JR0010492,AV000010492,PR009348,CP010,CH004,DV001,first_touch,2025-08-08 23:07:54,2025-08-08 23:35:54,ST01,1
JR0010493,AV000010493,PR009349,CP007,CH003,DV003,position_based,2025-04-08 03:58:34,2025-04-08 06:11:34,ST02,1
JR0010494,AV000010494,PR009350,CP015,CH006,DV001,first_touch,2025-06-19 19:27:29,2025-06-19 21:30:29,ST02,1
JR0010495,AV000010495,PR009351,CP009,CH003,DV004,last_non_direct,2025-06-24 21:08:02,2025-06-24 21:20:02,ST01,1
JR0010496,AV000010496,PR009352,CP007,CH003,DV005,last_non_direct,2025-12-16 18:52:00,2025-12-16 19:52:00,ST02,1
JR0010497,AV000010497,PR009353,CP015,CH006,DV001,position_based,2025-06-18 18:16:59,2025-06-18 20:02:59,ST02,1
JR0010498,AV000010498,PR009354,CP016,CH007,DV001,last_non_direct,2025-07-07 19:15:45,2025-07-07 20:55:45,ST01,1
JR0010499,AV000010499,PR009355,CP003,CH001,DV002,last_non_direct,2025-03-28 05:16:42,2025-03-28 07:05:42,ST02,1
JR0010500,AV000010500,PR009356,CP010,CH004,DV003,last_non_direct,2025-05-07 15:07:43,2025-05-07 17:14:43,ST02,1
JR0010501,AV000010501,PR009357,CP002,CH001,DV001,last_non_direct,2025-04-14 05:39:32,2025-04-14 08:16:32,ST02,1
JR0010502,AV000010502,PR009358,CP005,CH002,DV001,last_non_direct,2025-08-20 18:40:55,2025-08-20 18:46:55,ST01,1
JR0010503,AV000010503,PR009359,CP009,CH003,DV008,last_non_direct,2025-08-01 16:41:45,2025-08-01 17:46:45,ST02,1
JR0010504,AV000010504,PR009360,CP001,CH001,DV003,last_non_direct,2025-01-11 16:14:37,2025-01-11 17:24:37,ST01,1
JR0010505,AV000010505,PR009361,CP008,CH003,DV003,first_touch,2025-05-11 11:01:07,2025-05-11 12:00:07,ST02,1
JR0010506,AV000010506,PR009361,CP015,CH006,DV003,position_based,2025-06-03 12:11:28,2025-06-03 15:48:28,ST03,1
JR0010507,AV000010507,PR009362,CP002,CH001,DV002,last_non_direct,2025-08-22 16:27:22,2025-08-22 16:39:22,ST01,1
JR0010508,AV000010508,PR009363,CP014,CH006,DV007,last_non_direct,2025-06-27 16:21:15,2025-06-27 17:57:15,ST02,1
JR0010509,AV000010509,PR009364,CP005,CH002,DV008,position_based,2025-08-02 14:20:05,2025-08-02 16:33:05,ST02,1
JR0010510,AV000010510,PR009365,CP003,CH001,DV002,last_non_direct,2025-06-04 04:11:26,2025-06-04 17:30:26,ST05,1
JR0010511,AV000010511,PR009366,CP006,CH002,DV006,last_non_direct,2025-05-29 08:06:26,2025-05-29 16:25:26,ST03,1
JR0010512,AV000010512,PR009367,CP001,CH001,DV001,first_touch,2025-03-13 14:14:52,2025-03-13 15:14:52,ST01,1
JR0010513,AV000010513,PR009368,CP013,CH005,DV001,last_non_direct,2025-10-18 04:27:45,2025-10-18 06:14:45,ST02,1
JR0010514,AV000010514,PR009369,CP002,CH001,DV008,first_touch,2025-12-23 23:36:53,2025-12-24 01:15:53,ST01,1
JR0010515,AV000010515,PR009370,CP014,CH006,DV005,last_non_direct,2025-05-19 17:14:50,2025-05-19 19:37:50,ST02,1
JR0010516,AV000010516,PR009371,CP007,CH003,DV002,position_based,2025-04-08 00:27:17,2025-04-08 02:35:17,ST02,1
JR0010517,AV000010517,PR009372,CP008,CH003,DV002,last_non_direct,2025-04-25 05:46:28,2025-04-25 06:14:28,ST02,1
JR0010518,AV000010518,PR009373,CP002,CH001,DV001,last_non_direct,2025-11-20 05:27:04,2025-11-20 07:24:04,ST02,1
JR0010519,AV000010519,PR009374,CP005,CH002,DV001,last_non_direct,2025-05-21 22:54:57,2025-05-22 01:17:57,ST02,1
JR0010520,AV000010520,PR009375,CP013,CH005,DV001,last_non_direct,2025-10-23 18:59:22,2025-10-23 20:32:22,ST01,1
JR0010521,AV000010521,PR009376,CP010,CH004,DV008,last_non_direct,2025-10-28 03:38:26,2025-10-28 04:43:26,ST01,1
JR0010522,AV000010522,PR009377,CP003,CH001,DV007,last_non_direct,2025-02-22 04:16:26,2025-02-22 06:14:26,ST01,1
JR0010523,AV000010523,PR009378,CP002,CH001,DV003,position_based,2025-07-25 01:44:36,2025-07-25 03:03:36,ST02,1
JR0010524,AV000010524,PR009379,CP001,CH001,DV004,position_based,2025-08-31 03:31:08,2025-08-31 03:39:08,ST01,1
JR0010525,AV000010525,PR009380,CP005,CH002,DV007,first_touch,2025-05-22 03:56:31,2025-05-22 05:51:31,ST01,1
JR0010526,AV000010526,PR009381,CP013,CH005,DV005,position_based,2025-08-06 08:39:04,2025-08-06 09:55:04,ST01,1
JR0010527,AV000010527,PR009382,CP005,CH002,DV001,last_non_direct,2025-02-27 05:31:21,2025-02-27 06:50:21,ST02,1
JR0010528,AV000010528,PR009383,CP005,CH002,DV001,first_touch,2025-05-29 18:23:44,2025-05-29 19:32:44,ST02,1
JR0010529,AV000010529,PR009384,CP007,CH003,DV001,position_based,2025-11-17 19:04:53,2025-11-17 21:07:53,ST02,1
JR0010530,AV000010530,PR009385,CP002,CH001,DV001,last_non_direct,2025-12-30 04:54:14,2025-12-30 05:26:14,ST02,1
JR0010531,AV000010531,PR009386,CP011,CH004,DV007,last_non_direct,2025-03-13 21:21:32,2025-03-13 22:41:32,ST02,1
JR0010532,AV000010532,PR009387,CP007,CH003,DV007,position_based,2025-04-01 01:23:34,2025-04-01 03:45:34,ST02,1
JR0010533,AV000010533,PR009388,CP013,CH005,DV007,position_based,2025-09-20 13:40:36,2025-09-20 14:53:36,ST01,1
JR0010534,AV000010534,PR009388,CP010,CH004,DV003,position_based,2025-10-05 22:40:36,2025-10-07 17:49:36,ST06,1
JR0010535,AV000010535,PR009389,CP001,CH001,DV002,last_non_direct,2025-06-21 11:32:06,2025-06-21 22:51:06,ST04,1
JR0010536,AV000010536,PR009390,CP001,CH001,DV001,position_based,2025-02-14 05:19:21,2025-02-14 07:14:21,ST02,1
JR0010537,AV000010537,PR009391,CP001,CH001,DV004,last_non_direct,2025-11-12 09:48:02,2025-11-12 11:19:02,ST02,1
JR0010538,AV000010538,PR009392,CP016,CH007,DV003,first_touch,2025-11-10 21:12:58,2025-11-10 21:49:58,ST02,1
JR0010539,AV000010539,PR009393,CP001,CH001,DV004,first_touch,2025-01-27 15:59:05,2025-01-27 19:44:05,ST04,1
JR0010540,AV000010540,PR009394,CP002,CH001,DV002,position_based,2025-03-30 16:49:53,2025-03-31 01:15:53,ST04,1
JR0010541,AV000010541,PR009395,CP006,CH002,DV002,last_non_direct,2025-06-20 11:35:49,2025-06-20 13:16:49,ST02,1
JR0010542,AV000010542,PR009395,CP008,CH003,DV003,position_based,2025-07-15 09:15:28,2025-07-15 10:12:28,ST02,1
JR0010543,AV000010543,PR009396,CP002,CH001,DV001,position_based,2025-11-28 19:58:26,2025-11-28 22:05:26,ST02,1
JR0010544,AV000010544,PR009397,CP007,CH003,DV003,last_non_direct,2025-08-06 23:49:36,2025-08-07 01:42:36,ST01,1
JR0010545,AV000010545,PR009398,CP015,CH006,DV006,position_based,2025-05-11 13:03:45,2025-05-11 14:35:45,ST01,1
JR0010546,AV000010546,PR009399,CP003,CH001,DV001,first_touch,2025-02-04 07:43:33,2025-02-04 08:18:33,ST01,1
JR0010547,AV000010547,PR009400,CP001,CH001,DV001,last_non_direct,2025-02-18 02:58:38,2025-02-18 04:05:38,ST02,1
JR0010548,AV000010548,PR009401,CP002,CH001,DV002,first_touch,2025-04-01 17:15:49,2025-04-01 18:02:49,ST02,1
JR0010549,AV000010549,PR009402,CP002,CH001,DV006,last_non_direct,2025-11-28 23:23:36,2025-11-28 23:56:36,ST02,1
JR0010550,AV000010550,PR009403,CP005,CH002,DV008,position_based,2025-08-12 17:41:14,2025-08-12 19:00:14,ST01,1
JR0010551,AV000010551,PR009403,CP005,CH002,DV002,position_based,2025-09-04 20:41:14,2025-09-04 21:41:14,ST02,1
JR0010552,AV000010552,PR009404,CP003,CH001,DV002,last_non_direct,2025-06-05 05:53:48,2025-06-05 06:33:48,ST02,1
JR0010553,AV000010553,PR009405,CP002,CH001,DV001,last_non_direct,2025-06-15 21:07:03,2025-06-15 21:35:03,ST02,1
JR0010554,AV000010554,PR009406,CP002,CH001,DV003,last_non_direct,2025-05-11 10:34:36,2025-05-11 12:36:36,ST02,1
JR0010555,AV000010555,PR009407,CP010,CH004,DV004,last_non_direct,2025-08-27 08:09:11,2025-08-27 12:57:11,ST02,1
JR0010556,AV000010556,PR009408,CP003,CH001,DV004,last_non_direct,2025-03-07 05:13:09,2025-03-07 06:50:09,ST01,1
JR0010557,AV000010557,PR009409,CP012,CH005,DV005,position_based,2025-11-28 02:45:26,2025-11-28 04:42:26,ST02,1
JR0010558,AV000010558,PR009410,CP004,CH001,DV001,last_non_direct,2025-09-11 05:48:22,2025-09-11 06:42:22,ST02,1
JR0010559,AV000010559,PR009411,CP001,CH001,DV007,position_based,2025-11-11 00:33:15,2025-11-11 01:48:15,ST02,1
JR0010560,AV000010560,PR009412,CP002,CH001,DV001,last_non_direct,2025-05-20 16:11:00,2025-05-20 17:05:00,ST01,1
JR0010561,AV000010561,PR009413,CP017,CH007,DV002,last_non_direct,2025-09-21 09:36:57,2025-09-22 04:26:57,ST05,1
JR0010562,AV000010562,PR009414,CP003,CH001,DV001,position_based,2025-03-14 10:11:51,2025-03-14 12:23:51,ST02,1
JR0010563,AV000010563,PR009415,CP012,CH005,DV005,last_non_direct,2025-01-21 17:52:01,2025-01-21 19:10:01,ST02,1
JR0010564,AV000010564,PR009416,CP006,CH002,DV002,position_based,2025-05-21 10:56:33,2025-05-21 11:43:33,ST02,1
JR0010565,AV000010565,PR009417,CP002,CH001,DV003,position_based,2025-06-28 09:00:14,2025-06-28 17:14:14,ST03,1
JR0010566,AV000010566,PR009418,CP001,CH001,DV004,last_non_direct,2025-06-03 17:03:11,2025-06-03 18:53:11,ST01,1
JR0010567,AV000010567,PR009419,CP003,CH001,DV006,last_non_direct,2025-07-26 09:58:56,2025-07-26 11:29:56,ST02,1
JR0010568,AV000010568,PR009419,CP003,CH001,DV002,first_touch,2025-09-07 15:58:56,2025-09-07 17:22:56,ST02,1
JR0010569,AV000010569,PR009420,CP014,CH006,DV003,last_non_direct,2025-09-20 05:27:32,2025-09-20 21:05:32,ST05,1
JR0010570,AV000010570,PR009421,CP001,CH001,DV001,last_non_direct,2025-07-28 12:34:35,2025-07-28 14:41:35,ST02,1
JR0010571,AV000010571,PR009422,CP001,CH001,DV001,first_touch,2025-04-16 07:15:46,2025-04-16 08:57:46,ST01,1
JR0010572,AV000010572,PR009423,CP005,CH002,DV001,last_non_direct,2025-07-07 05:18:07,2025-07-07 05:43:07,ST01,1
JR0010573,AV000010573,PR009424,CP004,CH001,DV001,last_non_direct,2025-12-26 20:36:51,2025-12-26 22:20:51,ST02,1
JR0010574,AV000010574,PR009425,CP003,CH001,DV003,last_non_direct,2025-06-14 05:00:04,2025-06-14 05:16:04,ST01,1
JR0010575,AV000010575,PR009426,CP007,CH003,DV002,last_non_direct,2025-05-27 05:21:29,2025-05-27 06:31:29,ST01,1
JR0010576,AV000010576,PR009427,CP008,CH003,DV003,position_based,2025-07-23 10:58:33,2025-07-23 11:37:33,ST02,1
JR0010577,AV000010577,PR009428,CP001,CH001,DV004,first_touch,2025-10-17 01:38:58,2025-10-17 03:31:58,ST01,1
JR0010578,AV000010578,PR009429,CP001,CH001,DV002,last_non_direct,2025-08-11 18:10:59,2025-08-11 19:53:59,ST02,1
JR0010579,AV000010579,PR009430,CP002,CH001,DV003,last_non_direct,2025-03-24 04:31:49,2025-03-24 06:53:49,ST03,1
